DE_NO,DATA_ELEMENT_NAME,SIZE,START POSITION,STOP POSITION,FILE NAME,FILE SEGMENT (with RECORD-ID),File Segment Number,File Segment Name
CLT218,BENEFIT-TYPE,X(3),337,339,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT219,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,X(2),340,341,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT221,PROV-FACILITY-TYPE,X(9),342,350,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT224,XIX-MBESCBES-CATEGORY-OF-SERVICE,X(5),351,355,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT225,XXI-MBESCBES-CATEGORY-OF-SERVICE,X(3),356,358,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT226,STATE-NOTATION,X(500),359,858,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT228,NATIONAL-DRUG-CODE,X(12),859,870,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT229,NDC-UNIT-OF-MEASURE,X(2),871,872,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT230,NDC-QUANTITY,S9(8)V999,873,883,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT231,HCPCS-RATE,X(14),884,897,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT233,ADJUDICATION-DATE,9(8),898,905,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT234,SELF-DIRECTION-TYPE,X(3),906,908,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT235,PRE-AUTHORIZATION-NUM,X(18),909,926,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT243,IHS-SERVICE-IND,X(1),927,927,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
CLT238,FILLER,X(973),928,1900,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003,CLT00003,CLAIM-LINE-RECORD-LT
COT001,RECORD-ID,X(8),1,8,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT002,DATA-DICTIONARY-VERSION,X(10),9,18,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT003,SUBMISSION-TRANSACTION-TYPE,X(1),19,19,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT004,FILE-ENCODING-SPECIFICATION,X(3),20,22,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT005,DATA-MAPPING-DOCUMENT-VERSION,X(9),23,31,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT006,FILE-NAME,X(8),32,39,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT007,SUBMITTING-STATE,X(2),40,41,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT008,DATE-FILE-CREATED,9(8),42,49,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT009,START-OF-TIME-PERIOD,9(8),50,57,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT010,END-OF-TIME-PERIOD,9(8),58,65,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT011,FILE-STATUS-INDICATOR,X(1),66,66,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT012,SSN-INDICATOR,X(1),67,67,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT013,TOT-REC-CNT,9(11),68,78,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT216,SEQUENCE-NUMBER,X(4),79,82,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT014,STATE-NOTATION,X(500),83,582,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT015,FILLER,X(1168),583,1750,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001,COT00001,FILE-HEADER-RECORD-OT
COT016,RECORD-ID,X(8),1,8,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT017,SUBMITTING-STATE,X(2),9,10,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT018,RECORD-NUMBER,9(11),11,21,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT019,ICN-ORIG,X(50),22,71,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT020,ICN-ADJ,X(50),72,121,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT021,SUBMITTER-ID,X(12),122,133,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT022,MSIS-IDENTIFICATION-NUM,X(20),134,153,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT023,CROSSOVER-INDICATOR,X(1),154,154,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT024,1115A-DEMONSTRATION-IND,X(1),155,155,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT025,ADJUSTMENT-IND,X(1),156,156,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT026,ADJUSTMENT-REASON-CODE,X(3),157,159,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT027,DIAGNOSIS-CODE-1,X(7),160,166,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT028,DIAGNOSIS-CODE-FLAG-1,X(1),167,167,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT029,DIAGNOSIS-POA-FLAG-1,X(1),168,168,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT030,DIAGNOSIS-CODE-2,X(7),169,175,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT031,DIAGNOSIS-CODE-FLAG-2,X(1),176,176,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT032,DIAGNOSIS-POA-FLAG-2,X(1),177,177,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT033,BEGINNING-DATE-OF-SERVICE,9(8),178,185,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT034,ENDING-DATE-OF-SERVICE,9(8),186,193,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT035,ADJUDICATION-DATE,9(8),194,201,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT036,MEDICAID-PAID-DATE,9(8),202,209,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT037,TYPE-OF-CLAIM,X(1),210,210,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT038,TYPE-OF-BILL,X(4),211,214,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT039,CLAIM-STATUS,X(3),215,217,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT040,CLAIM-STATUS-CATEGORY,X(3),218,220,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT041,SOURCE-LOCATION,X(2),221,222,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT042,CHECK-NUM,X(15),223,237,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT043,CHECK-EFF-DATE,9(8),238,245,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT044,CLAIM-PYMT-REM-CODE-1,X(5),246,250,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT045,CLAIM-PYMT-REM-CODE-2,X(5),251,255,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT046,CLAIM-PYMT-REM-CODE-3,X(5),256,260,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT047,CLAIM-PYMT-REM-CODE-4,X(5),261,265,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT048,TOT-BILLED-AMT,S9(11)V99,266,278,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT049,TOT-ALLOWED-AMT,S9(11)V99,279,291,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT050,TOT-MEDICAID-PAID-AMT,S9(11)V99,292,304,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT052,TOT-MEDICARE-DEDUCTIBLE-AMT,S9(11)V99,305,317,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT053,TOT-MEDICARE-COINS-AMT,S9(11)V99,318,330,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT054,TOT-TPL-AMT,S9(11)V99,331,343,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT056,TOT-OTHER-INSURANCE-AMT,S9(11)V99,344,356,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT057,OTHER-INSURANCE-IND,X(1),357,357,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT058,OTHER-TPL-COLLECTION,X(3),358,360,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT059,SERVICE-TRACKING-TYPE,X(2),361,362,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT060,SERVICE-TRACKING-PAYMENT-AMT,S9(11)V99,363,375,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT061,FIXED-PAYMENT-IND,X(1),376,376,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT062,FUNDING-CODE,X(2),377,378,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT063,FUNDING-SOURCE-NONFEDERAL-SHARE,X(2),379,380,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT064,MEDICARE-COMB-DED-IND,X(1),381,381,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT065,PROGRAM-TYPE,X(2),382,383,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT066,PLAN-ID-NUMBER,X(12),384,395,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT068,PAYMENT-LEVEL-IND,X(1),396,396,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT069,MEDICARE-REIM-TYPE,X(2),397,398,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT070,CLAIM-LINE-COUNT,9(4),399,402,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT072,FORCED-CLAIM-IND,X(1),403,403,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT073,HEALTH-CARE-ACQUIRED-CONDITION-IND,X(1),404,404,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT074,OCCURRENCE-CODE-01,X(2),405,406,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT075,OCCURRENCE-CODE-02,X(2),407,408,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT076,OCCURRENCE-CODE-03,X(2),409,410,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT077,OCCURRENCE-CODE-04,X(2),411,412,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT078,OCCURRENCE-CODE-05,X(2),413,414,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT079,OCCURRENCE-CODE-06,X(2),415,416,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT080,OCCURRENCE-CODE-07,X(2),417,418,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT081,OCCURRENCE-CODE-08,X(2),419,420,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT082,OCCURRENCE-CODE-09,X(2),421,422,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT083,OCCURRENCE-CODE-10,X(2),423,424,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT084,OCCURRENCE-CODE-EFF-DATE-01,9(8),425,432,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT085,OCCURRENCE-CODE-EFF-DATE-02,9(8),433,440,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT086,OCCURRENCE-CODE-EFF-DATE-03,9(8),441,448,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT087,OCCURRENCE-CODE-EFF-DATE-04,9(8),449,456,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT088,OCCURRENCE-CODE-EFF-DATE-05,9(8),457,464,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT089,OCCURRENCE-CODE-EFF-DATE-06,9(8),465,472,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT090,OCCURRENCE-CODE-EFF-DATE-07,9(8),473,480,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT091,OCCURRENCE-CODE-EFF-DATE-08,9(8),481,488,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT092,OCCURRENCE-CODE-EFF-DATE-09,9(8),489,496,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT093,OCCURRENCE-CODE-EFF-DATE-10,9(8),497,504,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT094,OCCURRENCE-CODE-END-DATE-01,9(8),505,512,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT095,OCCURRENCE-CODE-END-DATE-02,9(8),513,520,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT096,OCCURRENCE-CODE-END-DATE-03,9(8),521,528,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT097,OCCURRENCE-CODE-END-DATE-04,9(8),529,536,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT098,OCCURRENCE-CODE-END-DATE-05,9(8),537,544,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT099,OCCURRENCE-CODE-END-DATE-06,9(8),545,552,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT100,OCCURRENCE-CODE-END-DATE-07,9(8),553,560,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT101,OCCURRENCE-CODE-END-DATE-08,9(8),561,568,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT102,OCCURRENCE-CODE-END-DATE-09,9(8),569,576,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT103,OCCURRENCE-CODE-END-DATE-10,9(8),577,584,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT104,PATIENT-CONTROL-NUM,X(20),585,604,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT105,ELIGIBLE-LAST-NAME,X(30),605,634,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT106,ELIGIBLE-FIRST-NAME,X(30),635,664,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT107,ELIGIBLE-MIDDLE-INIT,X(1),665,665,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT108,DATE-OF-BIRTH,9(8),666,673,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT109,HEALTH-HOME-PROV-IND,X(1),674,674,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT110,WAIVER-TYPE,X(2),675,676,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT111,WAIVER-ID,X(20),677,696,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT112,BILLING-PROV-NUM,X(30),697,726,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT113,BILLING-PROV-NPI-NUM,X(10),727,736,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT114,BILLING-PROV-TAXONOMY,X(12),737,748,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT115,BILLING-PROV-TYPE,X(2),749,750,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT116,BILLING-PROV-SPECIALTY,X(2),751,752,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT117,REFERRING-PROV-NUM,X(30),753,782,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT118,REFERRING-PROV-NPI-NUM,X(10),783,792,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT122,MEDICARE-HIC-NUM,X(12),793,804,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT123,PLACE-OF-SERVICE,X(2),805,806,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT126,REMITTANCE-NUM,X(30),807,836,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT127,DAILY-RATE,S9(5)V99,837,843,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT128,BORDER-STATE-IND,X(1),844,844,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT130,TOT-BENEFICIARY-COINSURANCE-PAID-AMOUNT,S9(11)V99,845,857,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT131,BENEFICIARY-COINSURANCE-DATE-PAID,9(8),858,865,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT132,TOT-BENEFICIARY-COPAYMENT-PAID-AMOUNT,S9(11)V99,866,878,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT133,BENEFICIARY-COPAYMENT-DATE-PAID,9(8),879,886,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT134,TOT-BENEFICIARY-DEDUCTIBLE-PAID-AMOUNT,S9(11)V99,887,899,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT135,BENEFICIARY-DEDUCTIBLE-DATE-PAID,9(8),900,907,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT136,CLAIM-DENIED-INDICATOR,X(1),908,908,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT137,COPAY-WAIVED-IND,X(1),909,909,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT138,HEALTH-HOME-ENTITY-NAME,X(50),910,959,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT140,THIRD-PARTY-COINSURANCE-AMOUNT-PAID,S9(11)V99,960,972,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT141,THIRD-PARTY-COINSURANCE-DATE-PAID,9(8),973,980,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT142,THIRD-PARTY-COPAYMENT-AMOUNT-PAID,S9(11)V99,981,993,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT143,THIRD-PARTY-COPAYMENT-DATE-PAID,9(8),994,1001,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT146,HEALTH-HOME-PROVIDER-NPI,X(10),1002,1011,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT147,MEDICARE-BENEFICIARY-IDENTIFIER,X(12),1012,1023,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT150,UNDER-SUPERVISION-OF-PROV-NPI,X(10),1024,1033,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT152,STATE-NOTATION,X(500),1034,1533,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT226,PROV-LOCATION-ID,X(5),1534,1538,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT228,ORDERING-PROV-NUM,X(30),1539,1568,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT229,ORDERING-PROV-NPI-NUM,X(10),1569,1578,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT230,TOT-BENEFICIARY-COPAYMENT-LIABLE-AMOUNT,S9(11)V99,1579,1591,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT231,TOT-BENEFICIARY-COINSURANCE-LIABLE-AMOUNT,S9(11)V99,1592,1604,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT232,TOT-BENEFICIARY-DEDUCTIBLE-LIABLE-AMOUNT,S9(11)V99,1605,1617,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT233,COMBINED-BENE-COST-SHARING-PAID-AMOUNT,S9(11)V99,1618,1630,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT153,FILLER,X(120),1631,1750,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002,COT00002,CLAIM-HEADER-RECORD-OT
COT154,RECORD-ID,X(8),1,8,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003,COT00003,CLAIM-LINE-RECORD-OT
COT155,SUBMITTING-STATE,X(2),9,10,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003,COT00003,CLAIM-LINE-RECORD-OT
