Source,Source File,Table Name,Column,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,Foreign Key Column,History,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Precision,Comment,Valid Values,Column Order,Lineage,GAP,Findings
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
,,,,,,,,,,,,,,Y,,,,,,,,,,N,
