Source,Source File,Table Name,Column,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Precision,Comment,Valid Values,Column Order,GAP,Findings,Linage Source System,Linage State Table Mapping,Lineage State Field Mapping ,for RT
HPMMIS,Recipient,T_RP_DENTAL_ENRL,CTRT_TYP,,This field provides the one character code that is associated with the type(s) of contract a health plan holds with MQD. Contract types indicate a particular population or set of services that a health plan may provide.,CHAR,,Y,,FK,T_CDE_COUNTY_TYPE.CTY_TYP,,,,1,,,,"6 - MEDICAID PRISONER                           
8 - NO PAYMENT PERMITTED                        
A - MEDICAL - CAPITATED                         
B - QUEST EXPANDED HCBS CAPITATED               
C - QUEST EXPANDED HCBS PRIOR PERIOD COVERAGE   
D - DENTAL - CAPITATED                          
E - FEE FOR SERVICE - FULL SERVICES             
F - FEE FOR SERVICE - EMERGENCY SVCS ONLY       
G - CHILD DENTAL FEE FOR SERVICE                
H - ADULT DENTAL FEE FOR SERVICE                
J - QUEST LTC CAPITATED                         
K - BEHAVIORAL HEALTH SERVICES - CAPITATED      
L - QUEST EXPANDED CAPITATED                    
M - QUEST LTC PRIOR PERIOD CVG                  
O - QUEST EXPANDED PRIOR PERIOD COVERAGE        
P - PARTIALLY CAPITATED                         
Q - QUEST PRIOR PERIOD COVERAGE                 
R - FEE FOR SERVICE - QUEST NET ADULTS          
S - FEE FOR SERVICE ADMINSTRATION               
T - FEE FOR SERVICE - PSD & OYS                 
U - UNDOCUMENTED INELIGIBLE ALIENS              
W - QUEST EXPANDED PACE CAPITATED               
X - QUEST EXPANDED LTC CAPITATED                
Y - QUEST EXPANDED LTC PRIOR PERIOD CVG          ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_ENRL_HP,CTRT_TYP,,This field provides the one character code that is associated with the type(s) of contract a health plan holds with MQD. Contract types indicate a particular population or set of services that a health plan may provide.,CHAR,,N,,FK,T_CDE_CONTRACT_TYPE.CONTRACT_TYP,,,,1,,,,"RF410
6 - MEDICAID PRISONER                           
8 - NO PAYMENT PERMITTED                        
A - MEDICAL - CAPITATED                         
B - QUEST EXPANDED HCBS CAPITATED               
C - QUEST EXPANDED HCBS PRIOR PERIOD COVERAGE   
D - DENTAL - CAPITATED                          
E - FEE FOR SERVICE - FULL SERVICES             
F - FEE FOR SERVICE - EMERGENCY SVCS ONLY       
G - CHILD DENTAL FEE FOR SERVICE                
H - ADULT DENTAL FEE FOR SERVICE                
J - QUEST LTC CAPITATED                         
K - BEHAVIORAL HEALTH SERVICES - CAPITATED      
L - QUEST EXPANDED CAPITATED                    
M - QUEST LTC PRIOR PERIOD CVG                  
O - QUEST EXPANDED PRIOR PERIOD COVERAGE        
P - PARTIALLY CAPITATED                         
Q - QUEST PRIOR PERIOD COVERAGE                 
R - FEE FOR SERVICE - QUEST NET ADULTS          
S - FEE FOR SERVICE ADMINSTRATION               
T - FEE FOR SERVICE - PSD & OYS                 
U - UNDOCUMENTED INELIGIBLE ALIENS              
W - QUEST EXPANDED PACE CAPITATED               
X - QUEST EXPANDED LTC CAPITATED                
Y - QUEST EXPANDED LTC PRIOR PERIOD CVG          ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_ENRL_HP_RP160,CTRT_TYP,,This field provides the one character code that is associated with the type(s) of contract a health plan holds with MQD. Contract types indicate a particular population or set of services that a health plan may provide.,CHAR,,,,,,,,,1,,,,"RF410
6 - MEDICAID PRISONER                           
8 - NO PAYMENT PERMITTED                        
A - MEDICAL - CAPITATED                         
B - QUEST EXPANDED HCBS CAPITATED               
C - QUEST EXPANDED HCBS PRIOR PERIOD COVERAGE   
D - DENTAL - CAPITATED                          
E - FEE FOR SERVICE - FULL SERVICES             
F - FEE FOR SERVICE - EMERGENCY SVCS ONLY       
G - CHILD DENTAL FEE FOR SERVICE                
H - ADULT DENTAL FEE FOR SERVICE                
J - QUEST LTC CAPITATED                         
K - BEHAVIORAL HEALTH SERVICES - CAPITATED      
L - QUEST EXPANDED CAPITATED                    
M - QUEST LTC PRIOR PERIOD CVG                  
O - QUEST EXPANDED PRIOR PERIOD COVERAGE        
P - PARTIALLY CAPITATED                         
Q - QUEST PRIOR PERIOD COVERAGE                 
R - FEE FOR SERVICE - QUEST NET ADULTS          
S - FEE FOR SERVICE ADMINSTRATION               
T - FEE FOR SERVICE - PSD & OYS                 
U - UNDOCUMENTED INELIGIBLE ALIENS              
W - QUEST EXPANDED PACE CAPITATED               
X - QUEST EXPANDED LTC CAPITATED                
Y - QUEST EXPANDED LTC PRIOR PERIOD CVG          ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_ENROLLED_MEMMONTHS,CTRT_TYP,,This field provides the one character code that is associated with the type(s) of contract a health plan holds with MQD. Contract types indicate a particular population or set of services that a health plan may provide.,CHAR,,,,,,,,,1,,,,"RF410
6 - MEDICAID PRISONER                           
8 - NO PAYMENT PERMITTED                        
A - MEDICAL - CAPITATED                         
B - QUEST EXPANDED HCBS CAPITATED               
C - QUEST EXPANDED HCBS PRIOR PERIOD COVERAGE   
D - DENTAL - CAPITATED                          
E - FEE FOR SERVICE - FULL SERVICES             
F - FEE FOR SERVICE - EMERGENCY SVCS ONLY       
G - CHILD DENTAL FEE FOR SERVICE                
H - ADULT DENTAL FEE FOR SERVICE                
J - QUEST LTC CAPITATED                         
K - BEHAVIORAL HEALTH SERVICES - CAPITATED      
L - QUEST EXPANDED CAPITATED                    
M - QUEST LTC PRIOR PERIOD CVG                  
O - QUEST EXPANDED PRIOR PERIOD COVERAGE        
P - PARTIALLY CAPITATED                         
Q - QUEST PRIOR PERIOD COVERAGE                 
R - FEE FOR SERVICE - QUEST NET ADULTS          
S - FEE FOR SERVICE ADMINSTRATION               
T - FEE FOR SERVICE - PSD & OYS                 
U - UNDOCUMENTED INELIGIBLE ALIENS              
W - QUEST EXPANDED PACE CAPITATED               
X - QUEST EXPANDED LTC CAPITATED                
Y - QUEST EXPANDED LTC PRIOR PERIOD CVG          ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_HPFYI,CTRT_TYP,,The type of contract held by the health plan.  ,CHAR,,Y,,,,,,,1,,,,"RF410
6 - MEDICAID PRISONER                           
8 - NO PAYMENT PERMITTED                        
A - MEDICAL - CAPITATED                         
B - QUEST EXPANDED HCBS CAPITATED               
C - QUEST EXPANDED HCBS PRIOR PERIOD COVERAGE   
D - DENTAL - CAPITATED                          
E - FEE FOR SERVICE - FULL SERVICES             
F - FEE FOR SERVICE - EMERGENCY SVCS ONLY       
G - CHILD DENTAL FEE FOR SERVICE                
H - ADULT DENTAL FEE FOR SERVICE                
J - QUEST LTC CAPITATED                         
K - BEHAVIORAL HEALTH SERVICES - CAPITATED      
L - QUEST EXPANDED CAPITATED                    
M - QUEST LTC PRIOR PERIOD CVG                  
O - QUEST EXPANDED PRIOR PERIOD COVERAGE        
P - PARTIALLY CAPITATED                         
Q - QUEST PRIOR PERIOD COVERAGE                 
R - FEE FOR SERVICE - QUEST NET ADULTS          
S - FEE FOR SERVICE ADMINSTRATION               
T - FEE FOR SERVICE - PSD & OYS                 
U - UNDOCUMENTED INELIGIBLE ALIENS              
W - QUEST EXPANDED PACE CAPITATED               
X - QUEST EXPANDED LTC CAPITATED                
Y - QUEST EXPANDED LTC PRIOR PERIOD CVG          ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_MH_ENRL,CTRT_TYP,,This field provides the one character code that is associated with the type(s) of contract a health plan holds with MQD. Contract types indicate a particular population or set of services that a health plan may provide.,VARCHAR2,,Y,,,,,,,1,,,,"6 - MEDICAID PRISONER                           
8 - NO PAYMENT PERMITTED                        
A - MEDICAL - CAPITATED                         
B - QUEST EXPANDED HCBS CAPITATED               
C - QUEST EXPANDED HCBS PRIOR PERIOD COVERAGE   
D - DENTAL - CAPITATED                          
E - FEE FOR SERVICE - FULL SERVICES             
F - FEE FOR SERVICE - EMERGENCY SVCS ONLY       
G - CHILD DENTAL FEE FOR SERVICE                
H - ADULT DENTAL FEE FOR SERVICE                
J - QUEST LTC CAPITATED                         
K - BEHAVIORAL HEALTH SERVICES - CAPITATED      
L - QUEST EXPANDED CAPITATED                    
M - QUEST LTC PRIOR PERIOD CVG                  
O - QUEST EXPANDED PRIOR PERIOD COVERAGE        
P - PARTIALLY CAPITATED                         
Q - QUEST PRIOR PERIOD COVERAGE                 
R - FEE FOR SERVICE - QUEST NET ADULTS          
S - FEE FOR SERVICE ADMINSTRATION               
T - FEE FOR SERVICE - PSD & OYS                 
U - UNDOCUMENTED INELIGIBLE ALIENS              
W - QUEST EXPANDED PACE CAPITATED               
X - QUEST EXPANDED LTC CAPITATED                
Y - QUEST EXPANDED LTC PRIOR PERIOD CVG          ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_PMT,CTRT_TYP,,This field provides the one character code that is associated with the type(s) of contract a health plan holds with MQD. Contract types indicate a particular population or set of services that a health plan may provide.,CHAR,,Y,,FK,T_CDE_CONTRACT_TYPE2.CONTRACT_TYP,,,,1,,,,"RF410
6 - MEDICAID PRISONER                           
8 - NO PAYMENT PERMITTED                        
A - MEDICAL - CAPITATED                         
B - QUEST EXPANDED HCBS CAPITATED               
C - QUEST EXPANDED HCBS PRIOR PERIOD COVERAGE   
D - DENTAL - CAPITATED                          
E - FEE FOR SERVICE - FULL SERVICES             
F - FEE FOR SERVICE - EMERGENCY SVCS ONLY       
G - CHILD DENTAL FEE FOR SERVICE                
H - ADULT DENTAL FEE FOR SERVICE                
J - QUEST LTC CAPITATED                         
K - BEHAVIORAL HEALTH SERVICES - CAPITATED      
L - QUEST EXPANDED CAPITATED                    
M - QUEST LTC PRIOR PERIOD CVG                  
O - QUEST EXPANDED PRIOR PERIOD COVERAGE        
P - PARTIALLY CAPITATED                         
Q - QUEST PRIOR PERIOD COVERAGE                 
R - FEE FOR SERVICE - QUEST NET ADULTS          
S - FEE FOR SERVICE ADMINSTRATION               
T - FEE FOR SERVICE - PSD & OYS                 
U - UNDOCUMENTED INELIGIBLE ALIENS              
W - QUEST EXPANDED PACE CAPITATED               
X - QUEST EXPANDED LTC CAPITATED                
Y - QUEST EXPANDED LTC PRIOR PERIOD CVG          ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CAP_RT_CD,CTRT_VER,,A different form of the previous health plan contract,CHAR,##,Y,,,,,,,2,,,"There is no table for this. What happens is when a contract is activated, and a change needs to take place we go to HP015 and create a new version.",Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CAP_VOU,CTRT_VER,,A different form of the previous health plan contract,CHAR,##,Y,,,,,,,2,,,"There is no table for this. What happens is when a contract is activated, and a change needs to take place we go to HP015 and create a new version.",Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CTRT_ID,CTRT_VER,,A different form of the previous health plan contract,CHAR,##,Y,,,,,,,2,,,"There is no table for this. What happens is when a contract is activated, and a change needs to take place we go to HP015 and create a new version.",Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CTY_SER,CTRT_VER,,A different form of the previous health plan contract,CHAR,,Y,,,,,,,2,,,"There is no table for this. What happens is when a contract is activated, and a change needs to take place we go to HP015 and create a new version.",Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_HI834_MONTHLY_ROSTER,CTRT_VER,,Health Plan Contract Version - A different form of the previous health plan contract,CHAR,##,Y,,,,,,,2,,,"There is no table for this. What happens is when a contract is activated, and a change needs to take place we go to HP015 and create a new version.",Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_RSTN,CTRT_VER,,Health Plan Contract Version - A different form of the previous health plan contract,CHAR,##,Y,,,,,,,2,,,"There is no table for this. What happens is when a contract is activated, and a change needs to take place we go to HP015 and create a new version.",Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CAP_RT_AMT,CTRT_YR,,Health Plan Contract Year - The year the health plan was/is active,CHAR,xxxxx,Y,,,,,,,4,,,,Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CAP_RT_CD,CTRT_YR,,The year the health plan was/is active,CHAR,xxxxx,Y,,,,,,,4,,,,Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CAP_VOU,CTRT_YR,,Contract Year the voucher was received.,CHAR,xxxxx,Y,,,,,,,4,,,,Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CTRT_ID,CTRT_YR,,The year the health plan was/is active,CHAR,xxxxx,Y,,,,,,,4,,,,Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CTY_SER,CTRT_YR,,The year the health plan was/is active,CHAR,xxxxx,Y,,,,,,,4,,,,Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_HI834_MONTHLY_ROSTER,CTRT_YR,,Health Plan Contract Year - The year the health plan was/is active,CHAR,xxxxx,Y,,,,,,,4,,,,Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_RSTN,CTRT_YR,,Health Plan Contract Year - The year the health plan was/is active,CHAR,xxxxx,Y,,,,,,,4,,,,Live Data Transmission,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_ADDR_ID,CTY,,County code based on home address RF012 county code list health plan assignment uses the home address country code,CHAR,xx,Y,,,,,,,2,,,,Live Data Transmission ,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_CTY,CTY,,The county code with value on RF012.,CHAR,xx,N,,,T_CDE_COUNTY.COUNTY_CD  ,,,,2,,,,Live Data Transmission ,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_CTY,CTY_EFF_DAT,,Effective begin date for the fiscal or residence county. or The begin date for when the county is valid for the recipient.,DATE,mmmddyyyy,N,,,,,,,7,,,,Live Data Transmission ,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CAP_RT_AMT,CTY_SER_AREA_CD,,A code identifying the county service area.,CHAR,,Y,,,,,,,2,,,,"1 - OAHU
04 - KAUAI
05 - HAWAII
07 - MAUI
08 - MOLOKAI
09 - LANAI
31 - OUT OF STATE
33 - OUT OF COUNTRY
97 - STATEWIDE DENTAL PRICING (PRIMARY)
97 - DESCRIPTION TO BE ADDED_A
97 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - DESCRIPTION TO BE ADDED_B
98 - STATEWIDE DENTAL PRICING (PRIMARY)
99 - STATEWIDE ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CAP_RT_CD,CTY_SER_AREA_CD,,A code identifying the county service area.,CHAR,,Y,,,,,,,2,,,,"0 - OAHU
04 - KAUAI
05 - HAWAII
07 - MAUI
08 - MOLOKAI
09 - LANAI
31 - OUT OF STATE
33 - OUT OF COUNTRY
97 - STATEWIDE DENTAL PRICING (PRIMARY)
97 - DESCRIPTION TO BE ADDED_A
97 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - DESCRIPTION TO BE ADDED_B
98 - STATEWIDE DENTAL PRICING (PRIMARY)
99 - STATEWIDE ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CTY_SER,CTY_SER_AREA_CD,,A code identifying the county service area.,CHAR,,Y,,,,,,,2,,,,"2 - OAHU
04 - KAUAI
05 - HAWAII
07 - MAUI
08 - MOLOKAI
09 - LANAI
31 - OUT OF STATE
33 - OUT OF COUNTRY
97 - STATEWIDE DENTAL PRICING (PRIMARY)
97 - DESCRIPTION TO BE ADDED_A
97 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - DESCRIPTION TO BE ADDED_B
98 - STATEWIDE DENTAL PRICING (PRIMARY)
99 - STATEWIDE ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_RSTN,CTY_SER_AREA_CD,,A code identifying the county service area.,CHAR,,Y,,,,,,,2,,,,"01 - OAHU
04 - KAUAI
05 - HAWAII
07 - MAUI
08 - MOLOKAI
09 - LANAI
31 - OUT OF STATE
33 - OUT OF COUNTRY
97 - STATEWIDE DENTAL PRICING (PRIMARY)
97 - DESCRIPTION TO BE ADDED_A
97 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - DESCRIPTION TO BE ADDED_B
98 - STATEWIDE DENTAL PRICING (PRIMARY)
99 - STATEWIDE ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_DENTAL_ENRL,CTY_SER_AREA_CD,,A code identifying the county service area.,CHAR,,Y,,,,,,,2,,,,"01 - OAHU
04 - KAUAI
05 - HAWAII
07 - MAUI
08 - MOLOKAI
09 - LANAI
31 - OUT OF STATE
33 - OUT OF COUNTRY
97 - STATEWIDE DENTAL PRICING (PRIMARY)
97 - DESCRIPTION TO BE ADDED_A
97 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - DESCRIPTION TO BE ADDED_B
98 - STATEWIDE DENTAL PRICING (PRIMARY)
99 - STATEWIDE ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_ENRL_HP,CTY_SER_AREA_CD,,A code identifying the county service area.,CHAR,,N,,FK,T_CDE_COUNTY_TYPE.CTY_TYP,,,,2,,,,"2 - OAHU
04 - KAUAI
05 - HAWAII
07 - MAUI
08 - MOLOKAI
09 - LANAI
31 - OUT OF STATE
33 - OUT OF COUNTRY
97 - STATEWIDE DENTAL PRICING (PRIMARY)
97 - DESCRIPTION TO BE ADDED_A
97 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - DESCRIPTION TO BE ADDED_B
98 - STATEWIDE DENTAL PRICING (PRIMARY)
99 - STATEWIDE ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_ENRL_HP_RP160,CTY_SER_AREA_CD,,A code identifying the county service area.,CHAR,,,,,,,,,2,,,,"3 - OAHU
04 - KAUAI
05 - HAWAII
07 - MAUI
08 - MOLOKAI
09 - LANAI
31 - OUT OF STATE
33 - OUT OF COUNTRY
97 - STATEWIDE DENTAL PRICING (PRIMARY)
97 - DESCRIPTION TO BE ADDED_A
97 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - DESCRIPTION TO BE ADDED_B
98 - STATEWIDE DENTAL PRICING (PRIMARY)
99 - STATEWIDE ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_PMT,CTY_SER_AREA_CD,,A code identifying the county service area.,CHAR,,Y,,FK,"T_CDE_COUNTY_TYPE.CTY_TYP

-and/or?-

T_CDE_COUNTY3.COUNTY_CD",,,,2,,,,"4 - OAHU
04 - KAUAI
05 - HAWAII
07 - MAUI
08 - MOLOKAI
09 - LANAI
31 - OUT OF STATE
33 - OUT OF COUNTRY
97 - STATEWIDE DENTAL PRICING (PRIMARY)
97 - DESCRIPTION TO BE ADDED_A
97 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - STATEWIDE DENTAL PRICING (SECONDARY)
98 - DESCRIPTION TO BE ADDED_B
98 - STATEWIDE DENTAL PRICING (PRIMARY)
99 - STATEWIDE ",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_CTY,CTY_THRU_DAT,,The end date the county was effective for the recipient based on residence.,DATE,mmmddyyyy,Y,,,,,,,7,,,,Live Data Transmission ,,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_CTY,CTY_TYP,,The type of county for a recipient.  Valid values are r (residence) or f (fiscal),CHAR,,Y,,FK,T_CDE_COUNTY_TYPE.CTY_TYP,,,,1,,,,"R - Residence
F - Fiscal",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CTY_SER,CURR_STA,,The current status of the health plan on assigned islands.,CHAR,,Y,,,,,,,1,,,,"A - Active
I - Inactive
P - Pended",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_AFL_MQD_SPEC,CURRENT_IND,,"This field is created in the DW as well. You will see this field on many RP, HP, and PR tables. The current indicator identifies the latest (or most current) segment for a RP, PR, or HP. For example, if a member has three records on the enrollment table then the current_ind is set to 'Y' for the segment with the most recent effective dates and the other two records are set to 'N'.",CHAR,,Y,,,,,,,1,,,,"Y - Yes
N - No",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_HP_CTRT_ID,CURRENT_IND,,"Warehouse value field. Indicates whether or not this is the most current segment.  The field should only be utilized when trying to access the most current (date based) segment.  When attaching to a claim or encounter, the from date of service should be utilized from the claim/encounter. ",CHAR,,Y,,,,,,,1,,,,"Y - Yes
N - No",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_ADDR_ID,CURRENT_IND,,Yes or No if address is current - warehouse value field ,CHAR,,Y,,,,,,,1,,,,"Y - Yes
N - No",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
HPMMIS,Recipient,T_RP_CIS_ID,CURRENT_IND,,"Warehouse value field. Indicates whether or not this is the most current segment.  The field should only be utilized when trying to access the most current (date based) segment.  When attaching to a claim or encounter, the from date of service should be utilized from the claim/encounter. ",VARCHAR2,,Y,,,,,,,1,,,,"Y - Yes
N - No",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,Baiyina
HPMMIS,Recipient,T_RP_CTY,CURRENT_IND,,"Warehouse value field. Indicates whether or not this is the most current segment.  The field should only be utilized when trying to access the most current (date based) segment.  When attaching to a claim or encounter, the from date of service should be utilized from the claim/encounter. ",CHAR,,Y,,,,,,,1,,,,"Y - Yes
N - No",,,"AHCCCS Recipient Data Dictionary Draft v01.07.22_UH 2022-04-28 (1).xlsx ,  HAP_UH - WIP Unified ICD v20230315.docx (sharepoint.com)",,,,
