Source,Source File,Table Name,Column Name,Column Alias (Common Name),Column Comment (Description),Data Type,Data Format,Is Nullable,Is Primary Key,Is Foreign Key,Foreign Key Table,History,Is PII,Start Position,End Position,Max length,Symmetry Indicator,Percision,Comment,Valid Values,Logic,Column Order,Lineage,Gap,Findings,Linage Source System,Linage State Table Mapping,Lineage State Field Mapping ,HPMMIS RF screen,Medicare Field Name 837I Detail,837 I Claim Header Indicator,837 P Claim Detail Indicator,837 P Claim Header Indicator,Loop #,Element #,Element Description,837 I Claim Detail Indicator,837 I Claim Header Indicator,837 P Claim Detail Indicator,837 P Claim Header Indicator
HPMMIS,Claims,T_CL_ACTIVITY,NDC_CD,National Drug Code (NDC) Code,Unique product identifier of drugs assigned by the federal government (National Drug Code),NUMBER,,Y,, , , , ,,,22,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,C&E,T_CMS6421_RECON_DTL_STG,NDC_CD,National Drug Code (NDC) Code,Unique product identifier of drugs assigned by the federal government (National Drug Code),VARCHAR,,,,,,,,,,11,,,,Is Blank,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_DTL,NDC_CD,National Drug Code (NDC) Code,Unique product identifier of drugs assigned by the federal government (National Drug Code),CHAR,,Y,,,,,,,,11,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,National Drug Code,,,,,,,,,,
HPMMIS,Encounters,T_EC_MED_DTL,NDC_CD,National Drug Code (NDC) Code,Unique product identifier of drugs assigned by the federal government (National Drug Code),VARCHAR,,Y,,,,,,,,11,,,,Live Data Transmission,"When LIN02 = “N4”
  Move LIN03",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,National Drug Code          ,,,,,,,,
HPMMIS,Claims,T_CL_RCVD_GEN,NDC_DATA,,National Drug Code Data,CHAR,,Y,, , , , ,,,1,,,,"Y, N",,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DRUG_DTL,NDC_DRUG,,National Drug Code Drug,CHAR,,Y,,,,,,,,9,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DRUG_DTL,NDC_STRENGTH,,National Drug Code Drug Strength ,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,C&E,T_FI_PAYMENT,NET_ALLOW_AMT,,Net Allowed Amount,NUMBER,,,,,,,,,,11,,2,,"345.23, 965.23",,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,C&E,T_PEND_AUDIT,NEW_ENC_VAL,,New encounter value,CHAR,,,,,,,,,,20,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DNT_CLM,NOTE_REF_CD,,Note Reference Code,CHAR,,Y,, , , , ,,,3,,,,Is Blank,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,NOTE_REF_CD,,Note Reference Code,CHAR,,Y,,,,,,,,3,,,,"ALG Allergies
DCP Goals, Rehabilitation Potential, or Discharge Plans
DGN Diagnosis Description
DME Durable Medical Equipment (DME) and Supplies
MED Medications
NTR Nutritional Requirements
ODT Orders for Disciplines and Treatments
RHB Functional Limitations, Reason Homebound, or Both
RLH Reasons Patient Leaves Home
RNH Times and Reasons Patient Not at Home
SET Unusual Home, Social Environment, or Both
SFM Safety Measures
SPT Supplementary Plan of Treatment
UPI Updated Information",,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,Note Reference Code,,,2300,NTE01,,,,,
HPMMIS,Encounters,T_EC_MED_CLM,NOTE_REF_CD,,Note Reference Code,CHAR,,Y,,,,,,,,3,,,,"ADD Additional Information
CER Certification Narrative
DCP Goals, Rehabilitation Potential, or Discharge Plans
DGN Diagnosis Description
TPO Third Party Organization Notes",,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,Note Reference Code,,,,,,,
HPMMIS,Claims,T_CL_RCVD_VAL,NUM_CK,,Check Number ,CHAR,,Y,, , , , ,,,1,,,,"V, I",,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,C&E,T_TEMP_GENERIC_TBLOFTBL,NUM_ERR_CD,,NUMBER ERROR CODE,NUMBER,####,,,,,,,,,4,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DRUG_DTL,NUM_REFL_ACT,Number of Refills Actual,Number of Refills Actual,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_DRUG_DTL,NUM_REFL_AUTH,Number of Refills Authorized,Number of Refills Authorized,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_RCVD_GEN,NUMERIC_FLD,,Numeric Field,NUMBER,,Y,, , , , ,,,22,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_1,Occurrence Code 1,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_10,Occurrence Code 10,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_11,Occurrence Code 11,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_12,Occurrence Code 12,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_2,Occurrence Code 2,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_3,Occurrence Code 3,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_4,Occurrence Code 4,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_5,Occurrence Code 5,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_6,Occurrence Code 6,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_7,Occurrence Code 7,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_8,Occurrence Code 8,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_CD_9,Occurrence Code 9,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,2,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_1,Occurrence Date 1,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_10,Occurrence Date 10,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_11,Occurrence Date 11,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_12,Occurrence Date 12,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_2,Occurrence Date 2,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_3,Occurrence Date 3,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_4,Occurrence Date 4,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_6,Occurrence Date 6,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_7,Occurrence Date 7,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_8,Occurrence Date 8,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Encounters,T_EC_FACL_CLM,OCC_DAT_9,Occurrence Date 9,A code and associated date defining a significant event relating to this bill that may affect payer processing.,CHAR,,Y,,,,,,,,8,,,,Live Data Transmission,"When HI01-1 = ""BH"" (Occurrence) And HI01-3 = ""D8""
Move the first 12 Occurrence codes And Occurrence dates, no matter what repeat of the HI segment they may reside on.
For example, 
HI01-2 - Occurrence code
HI01-4 - Occurrence date CCYYMMDD",,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_OCC_SPAN_PWX,OCC_FROM_DAT1,Occurrence From Date 1,Indicates a beginning date.,DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_OCC_SPAN_PWX,OCC_FROM_DAT10,Occurrence From Date 10,Indicates a beginning date.,DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_OCC_SPAN_PWX,OCC_FROM_DAT11,Occurrence From Date 11,Indicates a beginning date.,DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_OCC_SPAN_PWX,OCC_FROM_DAT12,Occurrence From Date 12,Indicates a beginning date.,DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
HPMMIS,Claims,T_CL_OCC_SPAN_PWX,OCC_FROM_DAT13,Occurrence From Date 13,Indicates a beginning date.,DATE,YYYYMMDD,Y,, , , , ,,,7,,,,Live Data Transmission,,,,,"AHCCCS Claims and Encounters Data Dictionary Shell 04-01-2022,      837 I Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls, 837 D Translator Specs 5010V3.xls, 837 P Translator Specs 5010V2.xls",HPMMIS,ODS_HI,,,,,,,,,,,,,
